name,real_name,full_name,overall_score,history_text,powers_text,intelligence_score,strength_score,speed_score,durability_score,power_score,combat_score,superpowers,alter_egos,aliases,place_of_birth,first_appearance,creator,alignment,occupation,base,teams,relatives,gender,type_race,height,weight,eye_color,hair_color,skin_color,img,has_electrokinesis,has_energy_constructs,has_mind_control_resistance,has_matter_manipulation,has_telepathy_resistance,has_mind_control,has_enhanced_hearing,has_dimensional_travel,has_element_control,has_size_changing,has_fire_resistance,has_fire_control,has_dexterity,has_reality_warping,has_illusions,has_energy_beams,has_peak_human_condition,has_shapeshifting,has_heat_resistance,has_jump,has_self-sustenance,has_energy_absorption,has_cold_resistance,has_magic,has_telekinesis,has_toxin_and_disease_resistance,has_telepathy,has_regeneration,has_immortality,has_teleportation,has_force_fields,has_energy_manipulation,has_endurance,has_longevity,has_weapon-based_powers,has_energy_blasts,has_enhanced_senses,has_invulnerability,has_stealth,has_marksmanship,has_flight,has_accelerated_healing,has_weapons_master,has_intelligence,has_reflexes,has_super_speed,has_durability,has_stamina,has_agility,has_super_strength
Mystic Gale 823,Lila Rivers 823,Lila Rivers 823,76,A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for j,"Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipul",88,77,53,93,20,39,,,,,,,evil,,,,,,,,,,,,,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1
Neon Vortex 824,Arlo Sparks 824,Arlo Sparks 824,81,A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields ne,"Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super",55,69,78,55,61,63,,,,,,,neutral,,,,,,,,,,,,,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1
Shadow Wraith 825,Eliot Vance 825,Eliot Vance 825,61,A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the po,"Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and s",54,82,55,52,0,54,,,,,,,good,,,,,,,,,,,,,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
Captain Sol 826,Sarah Bright 826,Sarah Bright 826,72,A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers ,"Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, f",83,72,89,84,83,4,,,,,,,neutral,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1
Iron Fang 827,Victor Harlow 827,Victor Harlow 827,87,A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched st,"Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. ",61,53,95,59,29,3,,,,,,,neutral,,,,,,,,,,,,,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1
Mystic Gale 828,Lila Rivers 828,Lila Rivers 828,86,A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for j,"Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipul",76,90,54,66,7,95,,,,,,,good,,,,,,,,,,,,,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1
Neon Vortex 829,Arlo Sparks 829,Arlo Sparks 829,67,A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields ne,"Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super",80,57,87,75,86,100,,,,,,,evil,,,,,,,,,,,,,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0
Shadow Wraith 830,Eliot Vance 830,Eliot Vance 830,69,A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the po,"Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and s",67,91,68,51,62,62,,,,,,,neutral,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0
Captain Sol 831,Sarah Bright 831,Sarah Bright 831,76,A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers ,"Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, f",51,62,94,63,95,21,,,,,,,evil,,,,,,,,,,,,,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
Iron Fang 832,Victor Harlow 832,Victor Harlow 832,52,A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched st,"Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. ",58,67,80,84,82,19,,,,,,,evil,,,,,,,,,,,,,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
Mystic Gale 833,Lila Rivers 833,Lila Rivers 833,62,A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for j,"Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipul",92,83,57,67,35,86,,,,,,,neutral,,,,,,,,,,,,,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1
Neon Vortex 834,Arlo Sparks 834,Arlo Sparks 834,79,A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields ne,"Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super",85,67,65,81,8,97,,,,,,,neutral,,,,,,,,,,,,,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0
Shadow Wraith 835,Eliot Vance 835,Eliot Vance 835,93,A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the po,"Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and s",54,73,83,100,54,10,,,,,,,evil,,,,,,,,,,,,,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1
Captain Sol 836,Sarah Bright 836,Sarah Bright 836,54,A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers ,"Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, f",94,56,83,90,5,92,,,,,,,neutral,,,,,,,,,,,,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1
Iron Fang 837,Victor Harlow 837,Victor Harlow 837,95,A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched st,"Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. ",64,54,68,53,7,37,,,,,,,neutral,,,,,,,,,,,,,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0
